date,commodity,close,daily_return,return_5d,return_21d,volatility_5d_ann,volatility_21d_ann,sma_21,bollinger_z,rsi_14,macd,macd_signal,momentum_10d,term_spread
2014-02-27,Steel_HRC,676.4021,-0.0184,0.02,0.0722,0.3045,0.2609,674.0745,,47.1181,10.1663,11.1398,0.0004,-17.8311
2014-02-28,Steel_HRC,665.6342,-0.016,-0.0148,0.0425,0.2982,0.2665,675.3923,,50.5774,8.3194,10.5757,-0.0315,-6.4225
2014-03-03,Steel_HRC,668.1884,0.0038,-0.0327,0.0395,0.2229,0.2661,676.6255,,49.1799,6.9749,9.8555,-0.0393,-3.739
2014-03-04,Steel_HRC,675.2257,0.0105,-0.0351,0.0339,0.2097,0.263,677.6971,,49.8824,6.3861,9.1615,-0.0026,-4.7826
2014-03-05,Steel_HRC,687.015,0.0173,-0.0028,0.0237,0.2533,0.2525,678.4646,,53.8048,6.7651,8.6822,0.0323,-2.9111
2014-03-06,Steel_HRC,690.9381,0.0057,0.0213,0.0228,0.1982,0.2523,679.2073,,51.345,7.2891,8.4036,0.0421,-9.3252
2014-03-07,Steel_HRC,693.5864,0.0038,0.0411,0.0101,0.0914,0.2462,679.539,,49.2581,7.822,8.2873,0.0266,-1.0807
2014-03-10,Steel_HRC,684.6696,-0.0129,0.0244,-0.0,0.1784,0.2504,679.5379,,53.1748,7.4549,8.1208,-0.0083,-12.677
2014-03-11,Steel_HRC,701.135,0.0238,0.0377,0.0543,0.2238,0.2372,681.3021,,64.1499,8.3676,8.1702,0.0025,6.84
2014-03-12,Steel_HRC,714.7404,0.0192,0.0396,0.0642,0.2294,0.2432,683.4171,,68.8795,10.0507,8.5463,0.0374,-2.8405
2014-03-13,Steel_HRC,737.8147,0.0318,0.0656,0.0882,0.2822,0.2625,686.3827,,71.0934,13.061,9.4492,0.0908,-4.1764
2014-03-14,Steel_HRC,738.2663,0.0006,0.0624,0.088,0.2897,0.2625,689.3428,,67.9819,15.3051,10.6204,0.1091,-2.6988
2014-03-17,Steel_HRC,740.2011,0.0026,0.078,0.0742,0.2151,0.2588,691.863,,66.1938,17.0398,11.9043,0.1078,-1.4876
2014-03-18,Steel_HRC,735.7704,-0.006,0.0482,0.0563,0.2456,0.2589,693.7795,,69.4812,17.8557,13.0946,0.0897,-3.6344
2014-03-19,Steel_HRC,741.0795,0.0072,0.0362,0.0904,0.2304,0.2356,696.8313,,78.6416,18.7087,14.2174,0.0787,-1.0568
2014-03-20,Steel_HRC,731.8582,-0.0125,-0.0081,0.095,0.1226,0.2308,699.9909,,79.7338,18.4369,15.0613,0.0592,6.43
2014-03-21,Steel_HRC,730.5417,-0.0018,-0.0105,0.097,0.121,0.23,703.2068,,78.3105,17.9096,15.631,0.0533,4.6984
2014-03-24,Steel_HRC,735.5454,0.0068,-0.0063,0.085,0.1343,0.2244,706.0618,,77.9025,17.687,16.0422,0.0743,-9.6607
2014-03-25,Steel_HRC,714.8953,-0.0285,-0.0288,0.0349,0.2386,0.2414,707.2294,,61.9196,15.6797,15.9697,0.0196,-15.126
2014-03-26,Steel_HRC,724.8942,0.0139,-0.0221,0.0359,0.2648,0.242,708.4456,,63.8003,14.7187,15.7195,0.0142,-0.1012
2014-03-27,Steel_HRC,717.5371,-0.0102,-0.0198,0.0406,0.2608,0.2383,709.8066,,59.3751,13.2159,15.2188,-0.0275,-7.8066
2014-03-28,Steel_HRC,710.8322,-0.0094,-0.0274,0.0496,0.2624,0.2306,711.4461,,60.4214,11.3573,14.4465,-0.0372,2.6914
2014-03-31,Steel_HRC,738.9366,0.0388,0.0046,0.1045,0.4121,0.2526,714.9367,1.4796,63.7798,11.9972,13.9566,-0.0017,7.8519
2014-04-01,Steel_HRC,752.1907,0.0178,0.0509,0.1184,0.3261,0.2564,718.9368,1.6959,63.6868,13.4119,13.8477,0.0223,-1.2316
2014-04-02,Steel_HRC,724.2563,-0.0378,-0.0009,0.0701,0.4658,0.2964,721.2716,1.0903,45.2148,12.1526,13.5087,-0.0227,-9.1606
2014-04-03,Steel_HRC,750.0731,0.035,0.0443,0.0878,0.5128,0.3128,724.2744,1.6067,53.5342,13.0751,13.4219,0.0249,-2.3331
2014-04-04,Steel_HRC,742.517,-0.0101,0.0436,0.072,0.5144,0.3166,726.7305,1.4157,50.6707,13.0491,13.3474,0.0164,-4.1321
2014-04-07,Steel_HRC,717.6429,-0.0341,-0.0292,0.0341,0.5062,0.3422,727.8761,0.8472,45.3062,10.9054,12.859,-0.0243,-17.2957
2014-04-08,Steel_HRC,726.1994,0.0119,-0.0352,0.0589,0.4903,0.3397,729.8537,1.0278,46.2108,9.7811,12.2434,0.0158,2.9717
2014-04-09,Steel_HRC,712.8499,-0.0186,-0.0159,0.0166,0.4292,0.3384,730.4115,0.6895,45.2592,7.7284,11.3404,-0.0166,3.2546
2014-04-10,Steel_HRC,719.7423,0.0096,-0.0413,0.007,0.3074,0.3334,730.6497,0.8443,47.3795,6.5797,10.3883,0.0031,-4.9312
2014-04-11,Steel_HRC,737.3274,0.0241,-0.007,-0.0007,0.3816,0.3253,730.6265,1.2816,50.4075,7.0025,9.7111,0.0373,-3.2737
2014-04-14,Steel_HRC,747.278,0.0134,0.0405,0.0121,0.2525,0.3286,731.0557,1.5314,57.7867,8.0449,9.3779,0.0113,-1.3974
2014-04-15,Steel_HRC,752.1994,0.0066,0.0352,0.0161,0.2503,0.3292,731.627,1.6422,56.7301,9.1613,9.3345,0.0,-3.0178
2014-04-16,Steel_HRC,762.2596,0.0133,0.067,0.0354,0.1054,0.331,732.8884,1.8657,60.8782,10.7316,9.614,0.0525,-7.068
2014-04-17,Steel_HRC,746.831,-0.0204,0.0369,0.0077,0.2665,0.339,733.1623,1.3904,58.3998,10.6121,9.8136,-0.0043,-14.0509
2014-04-18,Steel_HRC,739.9254,-0.0093,0.0035,0.011,0.2383,0.3376,733.5464,1.1566,50.2561,9.8479,9.8205,-0.0035,-12.9584
2014-04-21,Steel_HRC,756.869,0.0226,0.0128,0.0354,0.2754,0.346,734.8001,1.5757,51.1887,10.4855,9.9535,0.0547,-0.3813
2014-04-22,Steel_HRC,765.8271,0.0118,0.018,0.0403,0.2826,0.3473,736.2421,1.7632,61.6904,11.5786,10.2785,0.0546,-0.5809
2014-04-23,Steel_HRC,780.1913,0.0186,0.0233,0.0874,0.2962,0.3334,739.3514,2.0702,59.0529,13.4466,10.9121,0.0945,7.6818
2014-04-24,Steel_HRC,789.2385,0.0115,0.0552,0.085,0.1953,0.3327,742.4154,2.2084,63.9187,15.4772,11.8251,0.0966,4.8293
2014-04-25,Steel_HRC,774.1635,-0.0193,0.0452,0.076,0.2623,0.339,745.1119,1.7425,67.882,15.6911,12.5983,0.05,-6.0309
2014-04-28,Steel_HRC,772.8549,-0.0017,0.0209,0.0837,0.2387,0.3363,748.0654,1.6717,65.4703,15.5756,13.1938,0.0342,-3.4056
2014-04-29,Steel_HRC,758.1532,-0.0192,-0.0101,0.0257,0.2751,0.3203,748.9805,1.2466,64.8885,14.1365,13.3823,0.0079,-11.1542
2014-04-30,Steel_HRC,739.2799,-0.0252,-0.0539,-0.0173,0.2423,0.3269,748.3657,0.7014,55.9521,11.3443,12.9747,-0.0301,-7.9084
2014-05-01,Steel_HRC,724.3247,-0.0204,-0.0858,0.0001,0.1428,0.307,748.3689,0.2496,45.9742,7.836,11.947,-0.0301,-7.2705
2014-05-02,Steel_HRC,729.9789,0.0078,-0.0588,-0.0272,0.2237,0.2813,747.4121,0.3925,44.4976,5.4485,10.6473,-0.0134,-3.4056
2014-05-05,Steel_HRC,734.204,0.0058,-0.0513,-0.0113,0.2497,0.2804,747.0162,0.495,44.2507,3.8525,9.2883,-0.0299,0.2807
2014-05-06,Steel_HRC,743.03,0.012,-0.0201,0.0348,0.2759,0.2552,748.2251,0.7341,43.8075,3.2617,8.083,-0.0298,-1.3226
2014-05-07,Steel_HRC,734.5135,-0.0115,-0.0065,0.0114,0.2215,0.2563,748.621,0.4581,45.8486,2.0828,6.883,-0.0585,-11.5433
2014-05-08,Steel_HRC,745.5502,0.0149,0.0289,0.0449,0.1636,0.251,750.1782,0.7663,51.8444,2.0151,5.9094,-0.0554,-2.9307
2014-05-09,Steel_HRC,753.0235,0.01,0.0311,0.0452,0.1661,0.2512,751.763,0.9676,48.6556,2.5348,5.2345,-0.0273,0.7932
2014-05-12,Steel_HRC,743.862,-0.0122,0.0131,0.0088,0.212,0.2425,752.0742,0.6576,42.3316,2.1828,4.6241,-0.0375,-5.2467
2014-05-13,Steel_HRC,745.0514,0.0016,0.0027,-0.003,0.1953,0.2379,751.9681,0.6704,36.4892,1.9769,4.0947,-0.0173,-10.5527
2014-05-14,Steel_HRC,749.8344,0.0064,0.0206,-0.0031,0.1646,0.2379,751.8555,0.7968,34.336,2.1744,3.7106,0.0143,1.2322
2014-05-15,Steel_HRC,752.9114,0.0041,0.0098,-0.0123,0.1352,0.2334,751.4104,0.8677,40.661,2.5497,3.4785,0.0395,1.9464
2014-05-16,Steel_HRC,751.3127,-0.0021,-0.0023,0.006,0.116,0.2221,751.6238,0.7904,40.5576,2.6872,3.3202,0.0292,-5.192
2014-05-19,Steel_HRC,761.7997,0.0139,0.0238,0.0291,0.095,0.224,752.6654,1.1111,51.6597,3.6005,3.3763,0.0376,-4.8351
2014-05-20,Steel_HRC,743.0722,-0.0249,-0.0027,-0.0184,0.2345,0.2277,752.0084,0.457,51.7283,2.7817,3.2573,0.0001,-10.6261
2014-05-21,Steel_HRC,737.1562,-0.008,-0.0171,-0.0382,0.2299,0.2241,750.6431,0.2225,56.3729,1.6368,2.9332,0.0036,-6.4274
2014-05-22,Steel_HRC,717.7293,-0.0267,-0.0479,-0.0834,0.2674,0.2271,747.6688,-0.5012,44.6482,-0.828,2.181,-0.0373,-11.769
2014-05-23,Steel_HRC,721.1901,0.0048,-0.0409,-0.0902,0.2837,0.2225,744.4284,-0.3911,44.2761,-2.4737,1.25,-0.0423,0.7013
2014-05-26,Steel_HRC,711.4879,-0.0135,-0.0683,-0.0844,0.2054,0.2184,741.4438,-0.7756,36.233,-4.5086,0.0983,-0.0435,-14.3319
2014-05-27,Steel_HRC,695.1079,-0.0233,-0.0667,-0.106,0.2001,0.2281,737.7416,-1.4311,33.9056,-7.3577,-1.3929,-0.067,-6.768
2014-05-28,Steel_HRC,699.4168,0.0062,-0.0526,-0.0806,0.2444,0.2252,734.9446,-1.3415,30.062,-9.1624,-2.9468,-0.0672,-3.7269
2014-05-29,Steel_HRC,683.8666,-0.0225,-0.0483,-0.0779,0.2281,0.2221,732.3059,-2.0206,22.0621,-11.7121,-4.6999,-0.0917,-12.4008
2014-05-30,Steel_HRC,691.933,0.0117,-0.0414,-0.0458,0.2589,0.2195,730.7634,-1.7407,28.8346,-12.9329,-6.3465,-0.079,2.8261
2014-06-02,Steel_HRC,701.3028,0.0135,-0.0144,-0.0401,0.293,0.2236,729.3979,-1.3797,33.2835,-12.9948,-7.6761,-0.0794,0.5184
2014-06-03,Steel_HRC,701.8652,0.0008,0.0097,-0.045,0.2306,0.2221,727.8579,-1.3797,31.0599,-12.8502,-8.711,-0.0555,-1.6038
2014-06-04,Steel_HRC,735.4094,0.0467,0.0502,-0.0103,0.3969,0.276,727.4951,0.0388,44.4297,-9.9152,-8.9518,-0.0024,8.3188
2014-06-05,Steel_HRC,710.5962,-0.0343,0.0383,-0.0331,0.4616,0.2979,726.3561,-1.1109,38.7097,-9.4817,-9.0578,-0.0099,-3.121
2014-06-06,Steel_HRC,695.528,-0.0214,0.0052,-0.0695,0.5016,0.2991,723.9741,-1.7821,32.0787,-10.2358,-9.2934,-0.0356,-9.4952
2014-06-09,Steel_HRC,697.5507,0.0029,-0.0054,-0.0765,0.4906,0.2962,721.3326,-1.6514,36.4674,-10.5487,-9.5445,-0.0196,-3.847
2014-06-10,Steel_HRC,676.9745,-0.0299,-0.0361,-0.0942,0.5301,0.3087,718.1474,-2.4037,33.5436,-12.3148,-10.0985,-0.0261,-21.3079
2014-06-11,Steel_HRC,684.1168,0.0105,-0.0723,-0.0853,0.3182,0.3125,715.2458,-1.9963,40.1469,-12.9884,-10.6765,-0.0219,-2.0303
2014-06-12,Steel_HRC,673.7816,-0.0152,-0.0532,-0.1069,0.268,0.3123,711.6242,-2.2758,36.6411,-14.1926,-11.3797,-0.0147,-14.9683
2014-06-13,Steel_HRC,665.967,-0.0117,-0.0434,-0.1227,0.2517,0.3112,707.484,-2.4153,37.0351,-15.5976,-12.2233,-0.0375,-0.7506
2014-06-16,Steel_HRC,657.8682,-0.0122,-0.0586,-0.1328,0.2298,0.3117,703.0343,-2.5282,38.8686,-17.1666,-13.2119,-0.0619,4.081
2014-06-17,Steel_HRC,658.8544,0.0015,-0.0271,-0.1452,0.1744,0.3045,698.1321,-2.3398,37.6297,-18.1215,-14.1939,-0.0613,-8.7391
2014-06-18,Steel_HRC,666.3415,0.0113,-0.0263,-0.109,0.179,0.3033,694.4783,-1.9852,44.3789,-18.066,-14.9683,-0.0939,2.2831
2014-06-19,Steel_HRC,654.2894,-0.0183,-0.0294,-0.1192,0.1906,0.3066,690.5323,-2.2401,38.227,-18.778,-15.7302,-0.0792,7.8626
2014-06-20,Steel_HRC,675.7113,0.0322,0.0145,-0.0603,0.3183,0.3232,688.5314,-1.5214,42.5574,-17.413,-16.0668,-0.0285,-3.9067
2014-06-23,Steel_HRC,675.7821,0.0001,0.0269,-0.065,0.2923,0.3222,686.3691,-1.4686,42.3926,-16.1396,-16.0813,-0.0312,1.3934
2014-06-24,Steel_HRC,673.4851,-0.0034,0.022,-0.0549,0.2984,0.3199,684.5595,-1.4895,27.9136,-15.1411,-15.8933,-0.0052,-1.4412
2014-06-25,Steel_HRC,661.0346,-0.0187,-0.008,-0.0503,0.329,0.3166,682.9369,-1.7887,30.6133,-15.1794,-15.7505,-0.0337,-13.8341
2014-06-26,Steel_HRC,679.2516,0.0272,0.0374,-0.0293,0.342,0.3317,681.9767,-1.2217,43.7863,-13.5834,-15.3171,0.0081,-0.3712
2014-06-27,Steel_HRC,676.4744,-0.0041,0.0011,-0.0109,0.2651,0.323,681.6247,-1.258,42.0,-12.3996,-14.7336,0.0158,0.1652
2014-06-30,Steel_HRC,678.2583,0.0026,0.0037,-0.02,0.2656,0.3202,680.9735,-1.1732,50.5684,-11.1886,-14.0246,0.031,-3.186
2014-07-01,Steel_HRC,671.6726,-0.0098,-0.0027,-0.0432,0.2755,0.3171,679.5625,-1.3121,44.4632,-10.6376,-13.3472,0.0195,-1.514
2014-07-02,Steel_HRC,648.3836,-0.0353,-0.0193,-0.0793,0.3575,0.337,677.0158,-1.8699,39.8677,-11.9424,-13.0662,-0.027,-15.652
2014-07-03,Steel_HRC,635.9629,-0.0193,-0.0659,-0.1453,0.2343,0.2862,672.2802,-2.0924,38.4544,-13.8194,-13.2169,-0.028,0.8637
2014-07-04,Steel_HRC,633.1482,-0.0044,-0.0662,-0.1154,0.2334,0.2684,668.5922,-2.0537,40.0845,-15.357,-13.6449,-0.063,2.6026
2014-07-07,Steel_HRC,637.4935,0.0068,-0.062,-0.0871,0.2526,0.2651,665.8287,-1.8589,41.6567,-16.04,-14.1239,-0.0567,-1.4366
2014-07-08,Steel_HRC,656.3873,0.0292,-0.023,-0.0608,0.3915,0.2885,663.8685,-1.3507,46.4301,-14.8852,-14.2762,-0.0254,3.9252
2014-07-09,Steel_HRC,664.5099,0.0123,0.0246,-0.0186,0.2888,0.2754,663.275,-1.1184,53.7717,-13.1629,-14.0535,0.0053,3.0822
2014-07-10,Steel_HRC,662.8336,-0.0025,0.0414,-0.0316,0.2151,0.2723,662.2615,-1.1217,44.437,-11.7972,-13.6022,-0.0242,-6.6995
2014-07-11,Steel_HRC,646.3541,-0.0252,0.0206,-0.0416,0.3181,0.2807,660.9554,-1.4612,38.866,-11.9074,-13.2633,-0.0445,-4.5823
2014-07-14,Steel_HRC,654.2426,0.0121,0.0259,-0.0178,0.3231,0.2824,660.3971,-1.2353,43.0152,-11.2287,-12.8564,-0.0354,4.3969
2014-07-15,Steel_HRC,666.1186,0.018,0.0147,0.0125,0.2771,0.2865,660.79,-0.9243,51.8532,-9.6217,-12.2094,-0.0083,-5.819
2014-07-16,Steel_HRC,663.9468,-0.0033,-0.0008,0.0077,0.2658,0.2867,661.0325,-0.9455,43.6822,-8.4262,-11.4528,0.024,-2.7897
2014-07-17,Steel_HRC,675.7282,0.0176,0.0193,0.014,0.2917,0.2906,661.4795,-0.6427,49.7133,-6.4537,-10.453,0.0625,-6.7528
2014-07-18,Steel_HRC,682.6486,0.0102,0.0546,0.0424,0.1369,0.2839,662.8299,-0.4538,51.6228,-4.2828,-9.2189,0.0782,4.7263
2014-07-21,Steel_HRC,677.1982,-0.008,0.0345,0.0022,0.1901,0.2634,662.9007,-0.5622,52.0598,-2.9678,-7.9687,0.0623,-0.6371
2014-07-22,Steel_HRC,684.1753,0.0102,0.0267,0.0123,0.1684,0.2657,663.3004,-0.3609,65.1893,-1.3472,-6.6444,0.0423,8.2293
2014-07-23,Steel_HRC,687.155,0.0043,0.0344,0.0201,0.1517,0.2656,663.9513,-0.2556,73.6175,0.1755,-5.2804,0.0341,-2.9159
2014-07-24,Steel_HRC,688.9719,0.0026,0.0194,0.0414,0.1187,0.2559,665.2817,-0.177,75.9936,1.5115,-3.922,0.0394,5.3188
2014-07-25,Steel_HRC,689.3506,0.0006,0.0098,0.0148,0.1054,0.2389,665.7626,-0.1395,75.0728,2.5712,-2.6234,0.0665,1.4065
2014-07-28,Steel_HRC,689.4111,0.0001,0.0179,0.0189,0.0651,0.2383,666.3786,-0.1168,69.5223,3.3769,-1.4233,0.0538,-2.4183
2014-07-29,Steel_HRC,687.0846,-0.0034,0.0042,0.0129,0.0463,0.2386,666.7989,-0.1682,64.327,3.7842,-0.3818,0.0315,5.9872
2014-07-30,Steel_HRC,691.6781,0.0067,0.0066,0.0294,0.0586,0.2364,667.7516,-0.0165,67.6525,4.4265,0.5798,0.0418,7.9792
2014-07-31,Steel_HRC,686.3136,-0.0078,-0.0039,0.0569,0.0847,0.1988,669.5577,-0.1541,78.3056,4.4514,1.3542,0.0157,-0.3789
2014-08-01,Steel_HRC,677.9316,-0.0123,-0.0167,0.0639,0.1155,0.1903,671.5563,-0.3805,66.6638,3.7515,1.8336,-0.0069,-3.358
2014-08-04,Steel_HRC,699.2114,0.0309,0.0141,0.0992,0.273,0.211,674.7021,0.2877,70.5588,4.858,2.4385,0.0325,6.4801
2014-08-05,Steel_HRC,693.5,-0.0082,0.0093,0.0842,0.2819,0.2155,677.3691,0.1404,67.5864,5.2139,2.9936,0.0136,1.2972
2014-08-06,Steel_HRC,688.1477,-0.0077,-0.0051,0.0473,0.285,0.1984,678.8815,0.0039,58.0029,5.0063,3.3961,0.0014,-4.4827
2014-08-07,Steel_HRC,696.8128,0.0125,0.0152,0.0475,0.291,0.1986,680.4197,0.3206,58.9264,5.4779,3.8125,0.0114,-9.174
2014-08-08,Steel_HRC,696.6211,-0.0003,0.0272,0.0497,0.2622,0.198,682.0287,0.3507,63.1095,5.7697,4.2039,0.0105,1.4884
2014-08-11,Steel_HRC,703.0831,0.0092,0.0055,0.0841,0.1512,0.1719,684.73,0.6239,62.8512,6.448,4.6527,0.0198,2.0446
2014-08-12,Steel_HRC,711.842,0.0124,0.0261,0.0844,0.1417,0.172,687.4729,1.0044,65.557,7.6046,5.2431,0.036,-2.117
2014-08-13,Steel_HRC,700.3689,-0.0162,0.0176,0.0501,0.194,0.1778,689.1038,0.6346,56.4028,7.509,5.6963,0.0126,-10.5641
2014-08-14,Steel_HRC,702.2786,0.0027,0.0078,0.0561,0.1771,0.1766,690.9292,0.8081,57.1401,7.5008,6.0572,0.0233,-4.8938
2014-08-15,Steel_HRC,718.0581,0.0222,0.0303,0.0608,0.2273,0.1822,692.9449,1.5545,63.4809,8.6677,6.5793,0.0592,10.4989
2014-08-18,Steel_HRC,724.8578,0.0094,0.0305,0.06,0.2275,0.1818,694.9548,1.9003,67.0575,10.0255,7.2685,0.0367,-0.5146
2014-08-19,Steel_HRC,759.6477,0.0469,0.065,0.1149,0.3729,0.2328,698.881,3.2043,74.1164,13.7504,8.5649,0.0954,8.0014
2014-08-20,Steel_HRC,750.138,-0.0126,0.0686,0.092,0.3553,0.2402,702.0221,2.6728,71.9986,15.7534,10.0026,0.0901,-4.1621
2014-08-21,Steel_HRC,732.4996,-0.0238,0.0421,0.0639,0.4455,0.2593,704.1813,1.9081,67.68,15.7361,11.1493,0.0512,2.1646
2014-08-22,Steel_HRC,733.9008,0.0019,0.0218,0.0632,0.4289,0.2593,706.3208,1.8847,62.9012,15.6551,12.0505,0.0535,-1.564
2014-08-25,Steel_HRC,740.1679,0.0085,0.0209,0.0711,0.4283,0.2598,708.7407,2.0335,67.2846,15.9131,12.823,0.0527,3.0951
2014-08-26,Steel_HRC,743.9555,0.0051,-0.0209,0.0761,0.2159,0.2596,711.338,2.063,70.9122,16.236,13.5056,0.0451,-0.6719
2014-08-27,Steel_HRC,770.2236,0.0347,0.0264,0.1142,0.3304,0.2794,715.297,2.7693,74.3023,18.3995,14.4844,0.0997,-3.7069
2014-08-28,Steel_HRC,767.6371,-0.0034,0.0469,0.1042,0.2352,0.281,718.9141,2.511,73.1426,19.6785,15.5232,0.0931,-8.8057
2014-08-29,Steel_HRC,776.2907,0.0112,0.0562,0.1232,0.2257,0.2778,723.1988,2.5962,73.5208,21.1466,16.6479,0.0811,-3.2878
2014-09-01,Steel_HRC,762.849,-0.0175,0.0302,0.118,0.3064,0.2826,727.2424,2.1294,65.9093,20.9836,17.515,0.0524,-4.0771
2014-09-02,Steel_HRC,757.6265,-0.0069,0.0182,0.0802,0.3202,0.27,730.0241,1.9008,68.5835,20.2001,18.052,-0.0027,0.5854
2014-09-03,Steel_HRC,770.4062,0.0167,0.0002,0.1052,0.2201,0.2699,733.6863,2.1464,70.6541,20.3756,18.5168,0.027,2.795
2014-09-04,Steel_HRC,795.1403,0.0316,0.0352,0.1445,0.3083,0.2806,738.7812,2.6224,72.1654,22.2539,19.2642,0.0855,2.7592
2014-09-05,Steel_HRC,807.9259,0.016,0.0399,0.148,0.3141,0.2818,744.0723,2.7221,73.0917,24.4919,20.3097,0.1009,3.216
